Category,Sms
scam,"Imethibitishwa, namba yako ya 0783654321 imejishindia TSH 120000 kutoka OFA YAKO. Piga 0783654321 ili kupokea pesa yako."
trust,Naomba tuonane baada ya kazi leo.
scam,"Mpigie Mzee MARIAM NDUGAI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0755667788"
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0755896103 au 0755896103"
scam,hela tuma kwa namba hii 0789723456 jina RAMATUNGU
scam,"Mpigie Mzee PETER NYANGE kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0733822240"
trust,Ninapenda wimbo wa marioo!
scam,Iyo ela tuma humu kwenye tigo 0786543210 Jina lije RAMATUNGU
scam,Basi iyo hela nitumie kwenye namba hii 0786543210 jina litakuja (MARIAM NDUGAI) ile namba usitumie laini inamatatizo.
trust,Tunaweza kupanga kukutana tena mwishoni mwa wiki?
scam,Utanitumia kwa hîi halotel 0716484506 j'ina ni PEREGIA FILIPO.
scam,Utanitumia. kwemye namba 0789723456 ya Vodacom jina PETER NYANGE.
scam,au iyo ela nitumie kwenye AirtelMoney hii 0689933027 Jina litoke 0689933027.
trust,"Nimesahau, unaweza kunikumbusha tena?"
scam,Naomba unitumie iyo hela kwenye namba hii ya Halotel 0773409724. jina (LUKA KIMBANGU)
scam,Au nitumie kwenye Tigopesa Namba.0654321098 jina litakuja ABDALLAH MWANAKU
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu
trust,"Samahani kwa kuchelewa kujibu, nilikuwa kwenye kikao cha muda mrefu."
scam,Habari za asubuhi. Mimi  mwenye nyumba wako hii namba yangu ya voda. Mbona kimya na siku zinazidi kwenda...?
trust,"Kuna dharura nyumbani, tafadhali nipigie haraka."
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0676584303 UKIWA TAYARI KUJIUNGA
scam,"Congratulations! Your CV has passed. You can get 6,000,000TZS in a day. for details: wa.me/2550788542784"
trust,Kweli kabisa
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0784862618 UKIWA TAYARI KUJIUNGA
trust,Nitaandika ripoti mara tu nitakapomaliza.
scam,"Dear, No need to go out work, just at home to earn 2,000,000TZS a day, please contact us: https://wa.me/2550615810764"
scam,Samahani naomba itume kwenye TIGO 0716484506 PEREGIA FILIPO.
trust,Tafadhali tupatane mjini saa nne asubuhi.
trust,Dogo umetishaaaaa
trust,Asante kwa kuniunga mkono kwenye changamoto yangu ya kazi.
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0615810764 au 0615810764"
trust,"Nimepata ujumbe wako, nashukuru sana kwa taarifa hiyo muhimu."
scam,au iyo ela nitumie kwenye AirtelMoney hii 0782734560 Jina litoke 0782734560.
trust,Huyu brother ni noma sana
scam,0787-406-889 Jina litakuja KHADIJA SUMBAI Nitumie kwenye hiyo TIGO
trust,Tafadhali unijulishe ukifika salama nyumbani.
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0698945621 UKIWA TAYARI KUJIUNGA
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0716484506 UKIWA TAYARI KUJIUNGA
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA tigo NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE
scam,"VODA OFA hongera umepata zawadi Sh6,000,000 milioni kutoka (VODA OFA) piga sim,.0698018072 kupata zawadi  asante"
trust,mungu aku linde kwa moyo uo
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,Hela tuma kwa namba hii 0788542784 jina OLIVA MATIAS
scam,"TUZO POINT hongera umepata zawadi Sh2,000,000 milioni kutoka (TUZO POINT) piga sim,.0747878264 kupata zawadi  asante"
scam,Au nitumie kwenye m-pesa Namba.0783582817 jina litakuja ABDALLAH MWANAKU
scam,"IYO PESA ITUME KWENYE NAMBA HII 0755896103 JINA ITALETA Magomba Maila NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,"Imethibitishwa, namba yako ya 0784862618 imejishindia TSH 2,000,000 kutoka Tuzo Point. Piga 0784862618 ili kupokea ela yako."
trust,Nitahitaji msaada wako kwenye hili swali.
scam,Utanitumia. kwemye namba 0782734560 ya halotel jina ALLY ISSA.
scam,Iyo pesa itume humu kwenye halotel 0755896103 jina lije PEREGIA FILIPO.
scam,"Dear, No need to go out work, just at home to earn 170,000TZS a day, please contact us: https://wa.me/2550788542784"
scam,Iyo Hela itume humu kwenye AIRTEL 0615810764 jina lije LINUSI MALALO.
trust,Habari za leo baba? Nimepata barua ya shule na nitaituma kesho.
scam,"halotel 2Z41 Imethibitishwa namba yako ya 078 ... imeshinda Tsh2,000,000.00/=million kutoka Tuzo Point ilikupokea ela yako piga 0698018072 Asante"
trust,"Je, uliona goli la Haaland? Jamaa ni hatari sana kwa mabeki."
trust,Naomba unipe updates kuhusu kazi yetu.
scam,0698945621 Jina litakuja HADIJA LAI Nitumie kwenye hiyo VODACOM
trust,"Habari za leo mwalimu, naomba unisaidie kuelewa zaidi kuhusu project yetu. Nitashukuru sana kwa msaada wako."
trust,"Tafadhali leta mchango wako wa TZS 5,000 kwa maendeleo ya mtaa."
scam,"Tuzo point hongera umepata zawadi Sh1,500,000 milioni kutoka (Tuzo point) piga sim,.0784862618 kupata zawadi  asante"
scam,"IYO PESA ITUME KWENYE NAMBA HII 0767274553 JINA ITALETA ALLY ISSA NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
trust,"Niko safarini sasa hivi, nitakupigia baadaye."
trust,Nitakutumia fedha kwa simu kesho asubuhi.
trust,Wamefungua duka jipya mjini eti.
trust,Hali ya hewa leo inatabiriwa kuwa na mvua. Usisahau mwavuli.
scam,We need urgently Need Staff salary 120000TZS. Reach HR team at: wa.me/2550657538690.
trust,Mambo vipi bro? Hivi majuzi umefanya nini kipya? Tukutane hivi karibuni!
scam,0782734560 Jina litakuja Ester kalobelo Nitumie kwenye hiyo tigo
scam,"Congratulations! Your CV has passed. You can get 2,000,000TZS in a day. for details: wa.me/2550782734560"
scam,0747878264 Jina litakuja SALOME KALUNGA Nitumie kwenye hiyo TIGO
scam,Utanitumia kwenye ii 0689933027 vodacom jina JOACHIM KAPUFI namba yangu inadeni usiitumie
scam,"We need urgently Need Staff salary 2,000,000TZS. Reach HR team at: wa.me/2550657666983."
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA Vodacom NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE
trust,Nakupenda sana bro
trust,Nitakutafuta baadaye kwa msaada zaidi wa kifedha.
trust,Watoto wanahitaji uniform mpya kwa ajili ya shule.
trust,Asante kwa kunielewa kila wakati. Upendo wako unamaanisha kila kitu kwangu.
